alert_id,attack_class,is_attempted,id,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label,Attempted Category
AL-00160,Benign,0,3016925,172.31.66.65-172.31.0.2-62362-53-17,172.31.66.65,62362,172.31.0.2,53,17,2018-02-23 13:58:09.540045,390,1,1,40,56,40,40,40.0,0.0,56,56,56.0,0.0,246153.84615384616,5128.205128205128,390.0,0.0,390,390,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,2564.102564102564,2564.102564102564,40,56,48.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,48.0,40.0,56.0,0,0,0,0,0,0,0,20,0,28,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00161,Benign,0,4533822,172.31.66.5-172.31.0.2-52575-53-17,172.31.66.5,52575,172.31.0.2,53,17,2018-02-15 16:08:34.378973,303,1,1,46,62,46,46,46.0,0.0,62,62,62.0,0.0,356435.64356435643,6600.660066006601,303.0,0.0,303,303,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,3300.3300330033003,3300.3300330033003,46,62,54.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,54.0,46.0,62.0,0,0,0,0,0,0,0,23,0,31,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00162,DDoS,0,6544704,18.219.32.43-172.31.69.28-56161-80-6,18.219.32.43,56161,172.31.69.28,80,6,2018-02-21 18:40:20.621527,26130,5,5,272,935,272,0,54.4,121.64209797598856,935,0,187.0,418.1447117924607,46192.11634137007,382.7018752391887,2903.333333333333,8060.853382241858,24385,3,26126,6531.5,11904.971860529531,24385,316,26127,6531.75,12095.97730308166,24658,24,1,1,0,0,0,0,112,112,191.35093761959436,191.35093761959436,0,935,120.7,298.61236485524915,89169.34444444445,2,2,0,2,9,0,1,1,1.0,120.7,54.4,187.0,0,0,0,0,0,0,0,27,0,93,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,26130,DDoS-HOIC,-1
AL-00163,Benign,0,2475813,172.31.69.26-172.31.0.2-52346-53-17,172.31.69.26,52346,172.31.0.2,53,17,2018-03-01 12:51:45.851500,360,1,1,44,60,44,44,44.0,0.0,60,60,60.0,0.0,288888.8888888889,5555.555555555556,360.0,0.0,360,360,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,2777.777777777778,2777.777777777778,44,60,52.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,52.0,44.0,60.0,0,0,0,0,0,0,0,22,0,30,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00164,Benign,0,2779327,172.31.64.40-172.31.0.2-51898-53-17,172.31.64.40,51898,172.31.0.2,53,17,2018-02-15 16:59:02.961406,41428,1,1,36,108,36,36,36.0,0.0,108,108,108.0,0.0,3475.910012551897,48.27652795210968,41428.0,0.0,41428,41428,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,24.13826397605484,24.13826397605484,36,108,72.0,50.91168824543142,2592.0,0,0,0,0,0,0,0,0,1.0,72.0,36.0,108.0,0,0,0,0,0,0,0,18,0,54,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00165,Benign,0,6030881,172.31.65.108-172.31.0.2-53349-53-17,172.31.65.108,53349,172.31.0.2,53,17,2018-02-28 13:02:29.365028,1299,1,1,28,60,28,28,28.0,0.0,60,60,60.0,0.0,67744.41878367975,1539.6458814472671,1299.0,0.0,1299,1299,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,8,8,769.8229407236336,769.8229407236336,28,60,44.0,22.62741699796952,512.0,0,0,0,0,0,0,0,0,1.0,44.0,28.0,60.0,0,0,0,0,0,0,0,14,0,30,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00166,Benign,0,6448036,195.69.197.154-172.31.67.114-15947-3389-6,195.69.197.154,15947,172.31.67.114,3389,6,2018-02-28 13:03:16.368647,5059542,10,7,1144,1581,677,0,114.4,209.89690591123804,1173,0,225.8571428571429,430.0986044197418,538.5862989179652,3.3599879198551963,316221.375,641997.5207271832,2517548,37,5059542,562171.3333333334,813827.4658066351,2517548,37,4929228,821538.0,1006655.0691836802,2740378,131653,5,5,0,0,1.0,0.0,212,152,1.9764634822677625,1.3835244375874336,0,1173,160.2941176470588,312.0067636898843,97348.2205882353,0,2,1,10,16,0,1,2,0.7,160.2941176470588,114.4,225.8571428571429,0,0,0,0,0,0,0,67,0,93,8192,62856,5,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,5059542,BENIGN,-1
AL-00167,Benign,0,1151651,5.101.40.105-172.31.67.50-50032-3389-6,5.101.40.105,50032,172.31.67.50,3389,6,2018-02-16 19:33:46.430048,2881929,8,10,1128,1581,661,0,141.00000000000003,222.62332055996032,1173,0,158.1,367.73071367208064,939.9953989151016,6.245816604087055,169525.23529411765,221691.4248413573,989037,4,2881929,411704.1428571429,417155.0541199394,1276310,4,2716526,301836.22222222225,270170.2650990565,989037,43364,5,5,0,0,1,0,172,212,2.7759184907053576,3.4698981133816966,0,1173,150.5,303.43722095158915,92074.14705882354,0,2,1,10,17,0,1,1,1.25,150.5,141.0,158.1,0,0,0,0,0,0,0,62,0,87,8192,62872,5,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2881929,BENIGN,-1
AL-00168,Benign,0,1935952,172.31.65.107-205.186.147.63-53178-443-6,172.31.65.107,53178,205.186.147.63,443,6,2018-02-20 17:27:13.834617,11670,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,171.3796058269066,11670.0,0.0,11670,11670,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,32,20,85.6898029134533,85.6898029134533,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,11670,BENIGN,-1
AL-00169,Benign,0,3917997,96.231.60.219-172.31.67.58-59756-3389-6,96.231.60.219,59756,172.31.67.58,3389,6,2018-02-20 20:56:53.415992,3426983,9,7,1148,1581,677,0,127.55555555555556,218.69105555046775,1173,0,225.8571428571429,430.0986044197418,796.3272651192026,4.668829696558168,228465.53333333333,545916.4835139773,1994746,3,3426983,428372.875,719004.3119287429,1994746,3,3397823,566303.8333333334,840912.9549380046,2120368,52052,5,5,0,0,1,0,192,152,2.6262167043139697,2.0426129922441985,0,1173,170.56250000000003,319.4332415909987,102037.59583333334,0,2,1,10,15,0,1,2,0.7777777777777778,170.5625,127.55555555555556,225.8571428571429,0,0,0,0,0,0,0,71,0,98,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,3426983,BENIGN,-1
AL-00170,Port Scan,0,6309024,172.31.69.13-172.31.69.18-41147-7938-6,172.31.69.13,41147,172.31.69.18,7938,6,2018-03-01 14:49:48.656433,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,Infiltration - NMAP Portscan,-1
AL-00171,Brute Force,1,5755757,18.221.219.4-172.31.69.25-57778-21-6,18.221.219.4,57778,172.31.69.25,21,6,2018-02-14 15:48:48.147215,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
AL-00172,Benign,0,719613,172.31.64.33-172.31.0.2-54604-53-17,172.31.64.33,54604,172.31.0.2,53,17,2018-02-21 17:38:16.407449,20246,1,1,44,105,44,44,44.0,0.0,105,105,105.0,0.0,7359.47841548948,98.78494517435544,20246.0,0.0,20246,20246,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,49.392472587177714,49.392472587177714,44,105,74.5,43.1335136523794,1860.5,0,0,0,0,0,0,0,0,1.0,74.5,44.0,105.0,0,0,0,0,0,0,0,22,0,52,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00173,Benign,0,447556,172.31.65.28-208.89.12.87-51695-443-6,172.31.65.28,51695,208.89.12.87,443,6,2018-03-02 15:40:36.251338,40349281,14,18,1561,6870,743,0,111.5,227.92399205403132,1460,0,381.6666666666667,570.8179889164218,208.95043953819155,0.7930748505778827,1301589.7096774194,3393791.7088238164,10001729,1,40328916,3102224.3076923084,4778016.156828556,10015553,164,40332214,2372483.1764705884,4361471.073609658,10022848,1,4,8,0,0,0,0,292,368,0.3469702471278237,0.446104603450059,0,1460,263.46874999999994,467.9847657001447,219009.74092741933,2,2,0,12,31,0,0,0,1.2857142857142858,263.46875,111.5,381.6666666666667,0,0,0,4932,4,261894,0,48,0,214,8192,5938,7,20,106985.25,180767.38607093,378083,13797,9975183.75,30433.33990187974,10001729,9945848,-1,-1,40349281,BENIGN,-1
AL-00174,Brute Force,1,5518727,13.59.126.31-172.31.69.25-34442-21-6,13.59.126.31,34442,172.31.69.25,21,6,2018-02-16 14:32:45.978253,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2,FTP-BruteForce - Attempted,1
AL-00175,Benign,0,472215,193.111.198.70-172.31.65.34-1684-3389-6,193.111.198.70,1684,172.31.65.34,3389,6,2018-03-02 20:44:04.176758,90126745,14,10,1459,1731,741,0,104.21428571428572,195.1134496690534,1179,0,173.10000000000002,369.04093419444825,35.394599017195176,0.2662916540478633,3918554.130434783,17944556.00264963,86228259,42,3898377,299875.1538461539,349684.8640137398,1266738,9715,90126667,10014074.111111112,28582274.879157983,86228259,22067,7,5,0,0,0,1,292,212,0.1553367981945869,0.1109548558532764,0,1179,132.91666666666666,275.7047754182103,76013.12318840579,1,2,1,12,23,0,1,1,0.7142857142857143,132.91666666666666,104.21428571428572,173.1,0,0,0,0,0,0,0,60,0,72,8192,0,7,20,3898486.0,0.0,3898486,3898486,86228259.0,0.0,86228259,86228259,-1,-1,90126745,BENIGN,-1
AL-00176,DDoS,0,6168781,18.218.115.60-172.31.69.28-63285-80-6,18.218.115.60,63285,172.31.69.28,80,6,2018-02-21 18:23:26.041696,29737,5,5,333,935,333,0,66.6,148.922127301486,935,0,187.0,418.1447117924607,42640.4815549652,336.28140027575074,3304.1111111111118,6321.3305847037545,14550,4,29733,7433.25,8104.882864668681,14550,304,29732,7433.0,8449.626342823292,14842,22,1,1,0,0,0,0,112,112,168.14070013787537,168.14070013787537,0,935,126.8,302.64236319457984,91592.39999999998,2,2,0,2,9,0,1,1,1.0,126.8,66.6,187.0,0,0,0,0,0,0,0,33,0,93,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,29737,DDoS-HOIC,-1
AL-00177,DoS,0,6214908,18.219.193.20-172.31.69.25-59546-80-6,18.219.193.20,59546,172.31.69.25,80,6,2018-02-16 17:50:01.213553,80324,5,5,328,935,328,0,65.6,146.6860593239862,935,0,187.0,418.1447117924607,15723.818534933518,124.49579204222896,8924.888888888887,15042.86496519566,38370,5,80319,20079.75,20922.6335081573,43557,1984,80316,20079.0,19323.875853461697,38370,21,1,1,0,0,0,0,168,168,62.24789602111448,62.24789602111448,0,935,126.3,302.2677437122408,91365.78888888888,2,2,0,2,9,0,0,0,1.0,126.3,65.6,187.0,0,0,0,0,0,0,0,32,0,93,26883,237,1,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,80324,DoS Hulk,-1
AL-00178,Benign,0,3733846,172.31.69.28-209.85.203.138-55066-80-6,172.31.69.28,55066,209.85.203.138,80,6,2018-02-15 19:48:31.956718,115536678,17,15,445,706,434,0,26.176470588235297,105.09474017173602,706,0,47.066666666666656,182.28841616149572,9.962204383269528,0.2769683234271285,3726989.612903226,4785150.262694939,10013832,34,115536678,7221042.375000001,4495692.144540325,10109143,259,115440924,8245780.2857142845,3809151.150242257,10110077,95992,1,1,0,0,0,0,352,444,0.147139421820662,0.1298289016064664,0,706,35.96875,144.28946810089332,20819.45060483871,2,2,0,2,31,0,1,1,0.8823529411764706,35.96875,26.176470588235293,47.06666666666667,0,0,0,0,0,0,0,13,0,22,8192,172,12,20,118655.81818181818,76701.94984329691,349919,95294,10008064.0,18299.381443098155,10013832,9952898,-1,-1,115536678,BENIGN,-1
AL-00179,Benign,0,2345359,172.31.66.12-172.31.0.2-64990-53-17,172.31.66.12,64990,172.31.0.2,53,17,2018-02-14 15:36:35.512504,878,1,1,41,103,41,41,41.0,0.0,103,103,103.0,0.0,164009.11161731207,2277.904328018223,878.0,0.0,878,878,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,1138.9521640091116,1138.9521640091116,41,103,72.0,43.840620433565945,1922.0,0,0,0,0,0,0,0,0,1.0,72.0,41.0,103.0,0,0,0,0,0,0,0,20,0,51,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00180,Benign,0,1312849,172.31.65.123-172.31.0.2-63410-53-17,172.31.65.123,63410,172.31.0.2,53,17,2018-02-23 20:37:56.469679,334,1,1,38,54,38,38,38.0,0.0,54,54,54.0,0.0,275449.1017964072,5988.023952095808,334.0,0.0,334,334,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,2994.011976047904,2994.011976047904,38,54,46.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,46.0,38.0,54.0,0,0,0,0,0,0,0,19,0,27,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00181,Benign,0,692969,172.31.64.108-172.31.0.2-57093-53-17,172.31.64.108,57093,172.31.0.2,53,17,2018-02-23 20:59:10.386559,45134,2,2,60,244,30,30,30.0,0.0,122,122,122.0,0.0,6735.498737093987,88.62498338281561,15044.666666666668,13187.311110811534,24767,34,24767,24767.0,0.0,24767,24767,34,34.0,0.0,34,34,0,0,0,0,0,0,16,16,44.31249169140781,44.31249169140781,30,122,76.0,53.11622476544557,2821.333333333333,0,0,0,0,0,0,0,0,1.0,76.0,30.0,122.0,0,0,0,0,0,0,0,15,0,61,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00182,Benign,0,2502674,172.31.66.38-209.85.203.94-51212-443-6,172.31.66.38,51212,209.85.203.94,443,6,2018-02-16 15:01:51.893575,118488602,13,12,594,4601,194,0,45.692307692307686,68.40368486100806,1430,0,383.4166666666666,602.9742129769328,43.843879599490926,0.2109907584191094,4937025.083333334,16581433.233000403,58906103,0,118488602,9874050.166666666,22840880.80492926,58906103,136,118333094,10757554.0,23806044.260306515,59062048,0,6,6,0,0,0,0,272,252,0.1097151943779368,0.1012755640411725,0,1430,207.8,445.6842118211802,198634.41666666663,0,2,0,12,24,0,1,1,0.9230769230769232,207.8,45.69230769230769,383.4166666666667,0,0,0,0,0,0,0,23,0,184,8192,176,6,20,393394.0,335813.49566686567,630850,155938,58773128.5,188054.34134978117,58906103,58640154,-1,-1,118488602,BENIGN,-1
AL-00183,Benign,0,5976863,172.31.65.42-169.254.169.254-49522-80-6,172.31.65.42,49522,169.254.169.254,80,6,2018-02-22 14:43:44.357974,60012157,6,5,97,231,97,0,16.166666666666664,39.60008417499471,231,0,46.2,103.30634056049028,5.4655592532693,0.1832961944693972,6001215.699999999,17296539.446078822,55027109,12,60011860,12002372.0,24147432.85844752,55027109,57,60012012,15003003.0,26786183.14757267,55027438,226,1,1,0,0,0,0,132,112,0.099979742437853,0.0833164520315442,0,231,29.818181818181817,72.79398077014085,5298.963636363636,2,2,0,2,10,0,1,2,0.8333333333333334,29.818181818181817,16.166666666666668,46.2,0,0,0,0,0,0,0,8,0,21,8192,141,1,20,4984751.0,0.0,4984751,4984751,55027109.0,0.0,55027109,55027109,-1,-1,60012157,BENIGN,-1
AL-00184,Benign,0,2340300,172.31.66.12-172.31.0.2-58141-53-17,172.31.66.12,58141,172.31.0.2,53,17,2018-02-14 18:04:29.748045,135909,2,2,74,268,37,37,37.0,0.0,134,134,134.0,0.0,2516.389643069995,29.431457813684155,45303.0,54227.13922013589,105389,1,30519,30519.0,0.0,30519,30519,1,1.0,0.0,1,1,0,0,0,0,0,0,16,16,14.715728906842076,14.715728906842076,37,134,85.5,56.0029761113937,3136.333333333333,0,0,0,0,0,0,0,0,1.0,85.5,37.0,134.0,0,0,0,0,0,0,0,18,0,67,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-00185,Benign,0,403571,172.31.65.126-169.254.169.254-49909-80-6,172.31.65.126,49909,169.254.169.254,80,6,2018-03-01 14:03:50.327668,1074,5,5,161,488,161,0,32.2,72.00138887549322,488,0,97.6,218.24023460397947,604283.0540037244,9310.986964618249,119.33333333333331,81.96035627057755,276,20,924,231.0,140.13089119343624,369,88,798,199.5,152.4959015842721,380,29,1,1,0,0,0,0,112,112,4655.493482309124,4655.493482309124,0,488,64.9,157.036761442805,24660.54444444444,2,2,0,2,9,0,0,0,1.0,64.9,32.2,97.6,0,0,0,0,0,0,0,16,0,48,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1074,BENIGN,-1
AL-00186,Benign,0,5868403,139.60.161.214-172.31.64.14-44037-3389-6,139.60.161.214,44037,172.31.64.14,3389,6,2018-02-28 18:22:12.928301,11571280,7,5,93,19,47,0,13.285714285714288,20.097381966434384,19,0,3.8,8.497058314499201,9.679136621013406,1.0370503522514365,1051934.5454545456,2959561.4148898264,9881959,0,11571280,1928546.6666666665,4021337.896540934,10048541,0,11530797,2882699.25,4709426.815517388,9882049,40,3,1,0,0,1.0,1.0,152,112,0.6049460388133379,0.4321043134380984,0,47,9.333333333333336,16.444580944014426,270.42424242424244,1,2,2,4,11,0,1,2,0.7142857142857143,9.333333333333334,13.285714285714286,3.8,0,0,0,0,0,0,0,7,0,1,8192,0,3,20,207186.0,0.0,207186,207186,9881959.0,0.0,9881959,9881959,-1,-1,11571280,BENIGN,-1
AL-00187,Benign,0,459753,50.28.98.37-172.31.67.101-55219-3389-6,50.28.98.37,55219,172.31.67.101,3389,6,2018-02-28 20:14:20.880127,1411959,8,7,1148,1581,677,0,143.5,228.12966237897004,1173,0,225.8571428571429,430.0986044197418,1932.775668415301,10.623537935591614,100854.21428571428,251786.25486868163,968741,4,1411959,201708.42857142855,386462.4087156288,1076099,4,1349994,224999.0,364774.1443600409,968741,62803,5,5,0,0,1.0,0.0,172,152,5.665886898982194,4.95765103660942,0,1173,181.9333333333333,327.2758702350285,107109.49523809522,0,2,1,10,14,0,1,1,0.875,181.9333333333333,143.5,225.8571428571429,0,0,0,0,0,0,0,76,0,105,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1411959,BENIGN,-1
AL-00188,Benign,0,3441874,172.31.67.17-172.217.12.226-53262-443-6,172.31.67.17,53262,172.217.12.226,443,6,2018-03-02 18:06:28.775743,14633,4,2,77,0,46,0,19.25,23.05609102457165,0,0,0.0,0.0,5262.078862844256,410.0321191826693,2926.6,6000.33889042944,13635,1,14633,4877.666666666667,7617.948892801352,13657,13,1,1.0,0.0,1,1,2,0,0,0,0,0,80,40,273.3547461217796,136.67737306088978,0,46,12.833333333333334,20.439341150503523,417.7666666666667,2,0,0,2,6,0,0,0,0.5,12.833333333333334,19.25,0.0,0,0,0,0,0,0,0,12,0,0,258,180,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,171318640,BENIGN,-1
AL-00189,Benign,0,5660644,172.31.69.13-162.243.22.133-53175-443-6,172.31.69.13,53175,162.243.22.133,443,6,2018-02-28 21:03:54.306460,67625458,17,17,1896,4206,1233,0,111.52941176470593,296.8587874830091,1460,0,247.4117647058823,479.5585285999417,90.2322909221554,0.502769238176546,2049256.303030303,10197202.012308272,58265151,7,67609005,4225562.8125,14561037.681334876,58265151,72,67608765,4225547.8125,14584582.995054448,58344395,16,7,8,0,0,0.0,2.0,352,352,0.251384619088273,0.251384619088273,0,1460,179.47058823529412,398.7316432779805,158986.92335115868,2,2,2,15,31,0,1,1,1.0,179.47058823529412,111.52941176470588,247.41176470588235,0,0,0,0,0,0,0,55,0,123,8192,0,7,20,464382.0,546744.8627083752,850989,77775,33339909.0,35249615.28183149,58265151,8414667,-1,-1,67625458,BENIGN,-1
AL-00190,Benign,0,3247001,172.31.66.29-152.195.14.112-52298-443-6,172.31.66.29,52298,152.195.14.112,443,6,2018-03-01 18:20:01.903104,11545,3,4,46,95,46,0,15.333333333333332,26.558112382722783,64,0,23.75,30.554595944527453,12213.079255088784,606.323083585968,1924.1666666666663,4546.67458332644,11204,0,295,147.5,26.16295090390226,166,129,11545,3848.3333333333335,6663.776882019185,11543,0,1,2,0,0,0,0,60,80,259.852750108272,346.470333477696,0,64,20.142857142857142,26.872715849777023,722.1428571428572,2,0,0,3,7,0,0,0,1.3333333333333333,20.142857142857142,15.333333333333334,23.75,0,0,0,0,0,0,0,6,0,13,0,298,1,0,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,135097904,BENIGN,-1
AL-00191,Benign,0,3429923,172.31.67.38-199.16.156.241-52286-443-6,172.31.67.38,52286,199.16.156.241,443,6,2018-02-16 00:16:06.410507,117909542,13,18,1015,4602,382,0,78.07692307692308,115.31006138412316,1460,0,255.66666666666663,469.9072499221647,47.63821404717186,0.2629134120459903,3930318.0666666655,14890874.103203353,58782788,0,117869525,9822460.416666668,22835513.13768539,58782788,27,117865780,6933281.176470589,19526218.42074597,58944447,0,7,12,0,0,0,1,272,372,0.1102540115031572,0.152659400542833,0,1460,181.1935483870968,371.99627411707934,138381.22795698923,0,2,1,19,30,0,1,1,1.3846153846153846,181.1935483870968,78.07692307692308,255.66666666666663,0,0,0,696,8,174000000,0,32,0,148,8192,252,7,20,224552.5,88721.3949422573,287288,161817,58710210.0,102640.7919299145,58782788,58637632,-1,-1,117909542,BENIGN,-1
AL-00192,DDoS,0,6910059,18.219.9.1-172.31.69.28-59921-80-6,18.219.9.1,59921,172.31.69.28,80,6,2018-02-21 18:50:50.778155,99775,5,5,259,935,259,0,51.8,115.82832123448912,935,0,187.0,418.1447117924607,11966.925582560762,100.22550739163115,11086.111111111111,31956.667917057795,96286,2,99773,24943.25,47566.9252693858,96286,279,99771,24942.75,47756.811244575365,96565,24,1,1,0,0,0,0,112,112,50.112753695815584,50.112753695815584,0,935,119.4,297.90796490788154,88749.15555555557,2,2,0,2,9,0,1,1,1.0,119.4,51.8,187.0,0,0,0,0,0,0,0,25,0,93,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,99775,DDoS-HOIC,-1
AL-00193,Benign,0,2604864,193.111.198.63-172.31.66.53-48744-3389-6,193.111.198.63,48744,172.31.66.53,3389,6,2018-03-02 20:59:02.782952,90202823,14,10,1392,2276,684,0,99.42857142857144,190.1055230394685,1884,0,227.6,588.7880584537851,40.66391580671483,0.2660670608945354,3921861.869565217,17927204.516238563,86150011,38,4052737,311749.0,392591.7346790853,1304359,51579,90202785,10022531.666666666,28549941.136115342,86150011,67273,7,5,0,0,0,1,292,212,0.1552057855218123,0.1108612753727231,0,1884,152.83333333333334,400.3093007061965,160247.53623188403,1,2,1,12,23,0,1,2,0.7142857142857143,152.83333333333334,99.42857142857144,227.6,0,0,0,0,0,0,0,58,0,94,8192,0,7,20,4052812.0,0.0,4052812,4052812,86150011.0,0.0,86150011,86150011,-1,-1,90202823,BENIGN,-1
AL-00194,Benign,0,5271812,172.31.67.27-172.31.0.2-60090-53-17,172.31.67.27,60090,172.31.0.2,53,17,2018-02-20 15:29:30.552154,7815,1,1,51,112,51,51,51.0,0.0,112,112,112.0,0.0,20857.325655790144,255.91810620601404,7815.0,0.0,7815,7815,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,127.95905310300702,127.95905310300702,51,112,81.5,43.1335136523794,1860.5,0,0,0,0,0,0,0,0,1.0,81.5,51.0,112.0,0,0,0,0,0,0,0,25,0,56,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
